date,title,label,object,domain,pmi,score_RISK,week
2026-01-09,"Daya Beli Melemah, Industri Hotel dan Restoran Bandung Barat Tertekan Sepanjang 2025",EXECUTION,General,General,4.88,0.0,2026-01-05
2026-01-15,"Kasus Izin Tambang di Konawe Utara: Disetop KPK, Didalami Kejagung",DISCOURSE,General,Mining & Upstream,1.19,-2.0,2026-01-12
2024-10-02,Bos Smelter Jelaskan soal Kerja Sama dengan PT Timah hingga Setoran ke Harvey Moeis,DISCOURSE,Other Minerals,Industrial & Investment,1.01,-4.0,2024-09-30
2024-10-02,"Sekretaris Bos Smelter Timah Disebut Transaksi Valas Ratusan Kali, Totalnya Capai Rp 80 M",DISCOURSE,Other Minerals,Industrial & Investment,1.19,-2.0,2024-09-30
2025-12-31,Polri Tetapkan 2 Eks Pejabat Kementerian ESDM Jadi Tersangka Korupsi Penerangan Jalan,POLICY,Other Minerals,Mining & Upstream,1.01,-6.0,2025-12-29
2026-01-17,DPR Sebut Kebangkitan BUMN Tekstil Penting bagi Industri Nasional,DISCOURSE,General,Trade & Export,3.58,0.0,2026-01-12
2026-01-17,"Polisi dan TNI Gerebek Tambang Batu Ilegal di Desa Sungai Pinang Riau, 2 Pelaku Ditangkap",DISCOURSE,General,Mining & Upstream,3.0,0.0,2026-01-12
2025-12-20,"Pasokan Dinilai Berlebih, Produksi Nikel dan Batu Bara 2026 Dipangkas",DISCOURSE,Nickel & EV,Mining & Upstream,3.2,0.0,2025-12-15
2024-02-14,Bahlil Minta Perbankan Biayai Pengusaha untuk Bangun Smelter,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2024-02-12
2025-12-27,"Inovasi Vaksin dan Obat Kanker, Etana Raih Penghargaan Kemenkes",DISCOURSE,General,General,3.72,0.0,2025-12-22
2025-06-10,Depinas SOKSI Dukung Langkah Pemerintah Hentikan Aktivitas Tambang Nikel di Raja Ampat,DISCOURSE,Nickel & EV,Mining & Upstream,3.72,0.0,2025-06-09
2026-01-10,"Pembiayaan Modal Ventura Tembus Rp 16,29 Triliun, Ini Sektor Terbesarnya",DISCOURSE,General,Industrial & Investment,3.0,0.0,2026-01-05
2026-01-23,Hino Motors: Pabrikan Truk dengan TKDN Tertinggi di Indonesia,DISCOURSE,General,Industrial & Investment,3.0,0.0,2026-01-19
2025-04-30,"7 Proyek Smelter Bauksit Mangkrak, Mayoritas Terkendala Dana",EXECUTION,Other Minerals,Industrial & Investment,1.38,-5.5,2025-04-28
2025-12-29,"Bencana Demografi di Indonesia Makin Nyata, Kalah dari Negara Tetangga",DISCOURSE,General,General,3.0,0.0,2025-12-29
2025-12-24,"Kawasan Industri Besar Dibangun di Indramayu, DPRD Ingatkan untuk Prioritaskan Tenaga Kerja Lokal",DISCOURSE,General,Sustainability & ESG,3.2,0.0,2025-12-22
2024-09-24,Jokowi Resmikan Injeksi Bauksit Perdana Smelter Grade Alumina Refinery di Mempawah,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2024-09-23
2026-01-06,Pasar Privat Jadi Mesin Uang Baru Industri Manajemen Aset Global,DISCOURSE,General,Industrial & Investment,3.69,0.0,2026-01-05
2026-01-23,Mitsubishi Fuso Cemas Truk Ilegal China Mengancam Industri Nasional,EXECUTION,General,Sustainability & ESG,5.0,0.0,2026-01-19
2025-08-21,Anggota DPR Wanti-wanti Legalisasi Tambang Ilegal: Mafia Bisa Ganti Baju,DISCOURSE,Coal & Energy,Mining & Upstream,3.3,0.0,2025-08-18
2025-03-17,"Di Gresik, Prabowo Resmikan Smelter Emas Freeport",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-03-17
2026-01-23,"Dilirik untuk Etanol, Industri Pati Ubi Kayu Digenjot",DISCOURSE,General,Trade & Export,3.0,0.0,2026-01-19
2025-08-05,Mengapa Gibran dan Luhut Giat Mendorong Hilirisasi Kemenyan?,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-08-04
2025-06-10,Bahlil Bantah Baru Cabut 4 Izin Usaha Tambang di Raja Ampat karena Viral,POLICY,Nickel & EV,Mining & Upstream,4.27,0.0,2025-06-09
2026-01-05,"Trump Siap Hidupkan Industri Minyak Venezuela, Butuh Biaya Rp 1.674 Triliun",DISCOURSE,Coal & Energy,Industrial & Investment,1.56,-2.0,2026-01-05
2026-01-21,Ahmad Yani Ditunjuk Jadi Dirut Pertamina Geothermal Energy (PGEO),DISCOURSE,Coal & Energy,General,3.24,0.0,2026-01-19
2026-01-06,Aismoli Targetkan 75.000 Unit Motor Listrik pada 2026,DISCOURSE,Coal & Energy,Industrial & Investment,3.24,0.0,2026-01-05
2025-10-15,Energi Bersih: Mimpi Besar atau Janji Kosong Indonesia?,DISCOURSE,Nickel & EV,Sustainability & ESG,1.73,-1.5,2025-10-13
2026-01-15,"Dorong Ekspor Petrokimia, KB Bank Biayai Pengembangan Kapasitas Petro Oxo Nusantara",DISCOURSE,Coal & Energy,Trade & Export,3.0,0.0,2026-01-12
2025-04-30,"Smelter “Merah Putih” Beroperasi, Ceria Group Perkuat Hilirisasi Nikel",DISCOURSE,Nickel & EV,Industrial & Investment,3.24,0.0,2025-04-28
2025-09-25,Fitomining: Cara Baru Tambang Nikel dari Tanaman,IMPACT,Nickel & EV,Sustainability & ESG,4.92,0.0,2025-09-22
2025-12-19,"Nusron Klaim Tak Terbitkan Izin HGU Sawit dan Tambang 1,67 Hektar Selama Menjabat",DISCOURSE,General,General,3.0,0.0,2025-12-15
2025-10-11,"Tambang Grasberg Terhenti, Smelter Freeport di Gresik Ikut Mandek",EXECUTION,Other Minerals,Mining & Upstream,5.0,0.0,2025-10-06
2025-10-18,"Pengusaha Hibahkan Lahan, Pemkab Bogor Percepat Pembangunan Jalan Khusus di Area Pertambangan",DISCOURSE,General,General,3.39,0.0,2025-10-13
2026-01-21,"Diajukan Maret 2025, Sumbar Punya Wilayah Pertambangan Rakyat 301 Blok",POLICY,Other Minerals,Mining & Upstream,4.11,0.0,2026-01-19
2025-04-30,"Gibran Soal Hilirisasi: Laut Kita Tak Hanya Kaya, Tapi Penopang Kehidupan",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-04-28
2025-03-17,"Jokowi Diundang Prabowo Hadiri Peresmian Smelter Freeport, tetapi Tak Datang",EXECUTION,Other Minerals,Industrial & Investment,4.81,0.0,2025-03-17
2025-05-22,Bahlil Pastikan Smelter Freeport Mulai Beroperasi Juni 2025,EXECUTION,Other Minerals,Industrial & Investment,1.15,-4.5,2025-05-19
2025-06-10,"Penjelasan Bahlil soal Izin Tambang PT Gag Nikel Tidak Dicabut, tapi Diawasi Ketat",EXECUTION,Nickel & EV,Mining & Upstream,5.0,-2.5,2025-06-09
2025-08-18,"Ledakan Sumur Minyak Ungkap Aktivitas Ilegal di Blora, Polisi Siapkan Operasi Penertiban",EXECUTION,General,Mining & Upstream,5.0,0.0,2025-08-18
2025-07-10,"Cara Menperin Genjot Hilirisasi, Usai Investasi di Sektor Industri Capai Rp136,6 Triliun",DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-07-07
2026-01-23,"Tindak Lanjuti Temuan BPK, Pemprov Kaltim Perketat Pengawasan Perusahaan Tambang",EXECUTION,Other Minerals,Mining & Upstream,5.0,0.0,2026-01-19
2023-12-28,"Tungku Smelter Meledak, Kemenperin Pelototi Implementasi K3 Perusahaan",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2023-12-25
2025-12-11,"Aparat Gabungan Segel Tambang Emas Ilegal di Mamuju, Lokasi Terus Dipantau",DISCOURSE,Other Minerals,Sustainability & ESG,3.0,0.0,2025-12-08
2025-06-11,PKS Dorong Evaluasi Izin Tambang di Wilayah Konservasi Lain,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-09
2025-12-22,"KEK Industropolis Batang Serap Investasi Rp 4,87 Triliun pada 2025",EXECUTION,Nickel & EV,Industrial & Investment,4.94,0.0,2025-12-22
2024-10-15,"Smelter Gresik Terbakar, Freeport Lakukan Asesmen dan Evaluasi Penyebab Utama Kebakaran",DISCOURSE,General,Industrial & Investment,3.0,0.0,2024-10-14
2026-01-17,Daftar Lima Negara Investor Terbesar di Indonesia pada 2025,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2026-01-12
2025-05-22,"Kejagung Sita ""Rest Area"" di Tol Jagorawi Milik Bos Smelter Timah",POLICY,Other Minerals,Mining & Upstream,1.0,-10.0,2025-05-19
2024-09-30,"Harvey Moeis Telepon Bos Smelter Swasta, Undang Rapat di Restoran",DISCOURSE,Other Minerals,Industrial & Investment,1.0,-6.0,2024-09-30
2024-05-02,"Berikan Pelatihan Keuangan untuk UMKM Lokal, PT GNI Bantu Perkuat Ekonomi di Morowali Utara",DISCOURSE,Nickel & EV,General,3.0,0.0,2024-04-29
2025-07-14,"Pertambangan Liar di Kalteng Bisa Dilegalkan, Bagaimana Ketentuannya?",DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-07-14
2025-09-19,Dari Hilirisasi ke Reindustrialisasi,DISCOURSE,Nickel & EV,Industrial & Investment,3.1,0.0,2025-09-15
2024-06-27,Smelter Terbesar di Dunia Freeport Indonesia di Gresik Resmi Beroperasi,EXECUTION,Other Minerals,Industrial & Investment,5.0,0.0,2024-06-24
2025-06-13,"Nama Kapal Mirip Inisialnya, Jokowi: Alhamdulillah, Punya Kapal",DISCOURSE,Nickel & EV,Sustainability & ESG,1.09,-2.5,2025-06-09
2025-06-13,Greenpeace Desak Pemerintah Cabut Izin Tambang PT Gag Nikel di Raja Ampat,POLICY,Nickel & EV,General,4.11,0.0,2025-06-09
2026-01-21,Menperin Harap DPR Segera Sahkan RUU Kawasan Industri,IMPACT,General,Industrial & Investment,4.11,0.0,2026-01-19
2026-01-19,"Setelah 3 Abad Eksploitasi Timah, Pemprov Babel Ajukan Ranperda Tambang",DISCOURSE,Other Minerals,Sustainability & ESG,3.0,0.0,2026-01-19
2025-08-13,Pengamat: Kita Bicara Hilirisasi tetapi Food Tray Saja Kok Impor…,IMPACT,General,Trade & Export,4.18,0.0,2025-08-11
2024-09-18,PT Timah Masih Lebur Lagi Logam dari Smelter Swasta padahal Sudah Bayar Biaya Sewa,DISCOURSE,Other Minerals,Industrial & Investment,1.23,-2.0,2024-09-16
2026-01-02,Eks Dewas Sebut KPK Terlambat Laporkan SP3 Kasus Tambang Nikel Konawe Utara,DISCOURSE,Nickel & EV,General,1.0,-6.0,2025-12-29
2024-01-02,"Ledakan Tungku Smelter Morowali, Jumlah Korban Jadi 20 Orang, Polisi Kantongi Nama Tersangka",POLICY,Nickel & EV,Industrial & Investment,4.7,0.0,2024-01-01
2025-07-29,"Korupsi Tambang, Kejati Bengkulu Segel Stockpile Batubara dan Alat Berat 2 Perusahaan",POLICY,Coal & Energy,General,1.03,-4.0,2025-07-28
2025-08-18,"Target Investasi Rp 2.175 Triliun di 2026, Pemerintah Hadapi PR Berat",DISCOURSE,General,Industrial & Investment,3.92,0.0,2025-08-18
2024-01-13,"Peringati BK3N 2024 di Smelter Freeport Gresik, Menaker Ida Tekankan Pentingnya K3 di Tempat Kerja",EXECUTION,Other Minerals,Industrial & Investment,4.88,0.0,2024-01-08
2026-01-08,Krakatau Steel (KRAS) Pasok Pipa Baja Proyek Pipanisasi Dumai–Sei Mangkei,DISCOURSE,General,Industrial & Investment,3.2,0.0,2026-01-05
2026-01-24,"Harga Nikel Tertekan, INCO Andalkan Strategi Keberlanjutan",EXECUTION,Nickel & EV,Sustainability & ESG,4.88,0.0,2026-01-19
2026-01-15,"Buktikan Keseriusan, Kia Indonesia Bidik Penjualan Hingga 40.000 Unit",DISCOURSE,Nickel & EV,Industrial & Investment,3.47,0.0,2026-01-12
2026-01-08,"2 IPO Lighthouse Mengintip Pasar di 2026, dari Nikel dan Infrastruktur",DISCOURSE,Nickel & EV,Industrial & Investment,3.24,0.0,2026-01-05
2025-06-14,"Berwisata ke Raja Ampat di Tengah Polemik Tambang Nikel, Amankah?",DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-09
2024-07-31,Jaksa Ungkap Modus 5 Perusahaan Smelter Lakukan Penambangan Ilegal di Wilayah IUP PT Timah,DISCOURSE,Other Minerals,Mining & Upstream,1.0,-6.0,2024-07-29
2026-01-20,Perusahaan Tambang Nikel Ini Rehabilitasi 743 Hektare Hutan di Konawe,DISCOURSE,Nickel & EV,Sustainability & ESG,3.72,0.0,2026-01-19
2024-11-01,"Bos Smelter Ungkap Ada Perusahaan Boneka ""Titipan"" PT Timah",DISCOURSE,Other Minerals,Industrial & Investment,1.19,-2.0,2024-10-28
2025-06-10,"DPR Sebut Penghentian Sementara Aktivitas PT Gag Nikel Sudah Tepat, Mengapa?",EXECUTION,Nickel & EV,Mining & Upstream,4.88,0.0,2025-06-09
2023-12-28,"Usai Operasi Kepala, Korban Ledakan Smelter Morowali Dirawat di Palopo Jalani Operasi Leher",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2023-12-25
2026-01-09,"Buruh Terpaksa Libur, Gaji Dipotong Akibat Banjir di Lamicitra Pelabuhan Semarang",EXECUTION,Other Minerals,General,4.88,0.0,2026-01-05
2025-09-11,"Bank Mandiri Kucurkan Kredit Rp 35,75 Triliun untuk Hilirisasi Mineral",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-09-08
2025-11-25,"Ekspor Produk Hasil Hutan Stagnan, Kemenhut Genjot Hilirisasi",DISCOURSE,General,Trade & Export,3.72,0.0,2025-11-24
2025-12-24,"Rumah Bahagia Samboja, Cara Industri Migas Ikut Tekan Stunting",DISCOURSE,Coal & Energy,General,3.0,0.0,2025-12-22
2025-11-30,Mentan Amran Dorong Hilirisasi Gambir dengan Nilai Potensi Rp 500 Triliun,DISCOURSE,Other Minerals,Industrial & Investment,3.2,0.0,2025-11-24
2024-09-25,Bahlil Minta Smelter Pakai Energi Baru Terbarukan,IMPACT,Nickel & EV,Industrial & Investment,4.11,0.0,2024-09-23
2025-06-16,"Kasus Penambangan Liar di Kalteng Marak, Pemerintah Buka Wilayah Tambang Rakyat",DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-06-16
2025-09-18,"Kecil tapi Vital, Kenali Fungsi Busi, Jenis, dan Materialnya",DISCOURSE,Nickel & EV,General,3.0,0.0,2025-09-15
2025-10-09,Mentan Bakal Setop Ekspor Kelapa Gelondongan ke Luar Negeri,DISCOURSE,General,Trade & Export,3.39,0.0,2025-10-06
2026-01-21,"Eks Bupati Konawe Utara Masih Berstatus Saksi, Belum Dicegah ke Luar Negeri",DISCOURSE,General,General,1.01,-4.0,2026-01-19
2024-10-15,"Smelter Freeport di Gresik Terbakar, Manajemen Lakukan Investigasi",DISCOURSE,General,Industrial & Investment,1.19,-2.0,2024-10-14
2024-11-13,"Auditor BPKP Sebut Tanpa Sewa Smelter PT Timah, Perusahaan Swasta Tak Bisa Beroperasi",EXECUTION,Other Minerals,Industrial & Investment,1.02,-6.0,2024-11-11
2025-12-30,"Menperin Surati Menkeu Purbaya, Usulkan Insentif Industri Otomotif",DISCOURSE,Nickel & EV,Trade & Export,1.19,-2.0,2025-12-29
2025-07-31,Apakah Dollar Bisa Jadi Rp 1.000 Lewat Hilirisasi? Ini Kata Ekonom,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-07-28
2023-12-28,Pemerintah Diminta Bentuk Satgas Keselamatan Kerja di Seluruh Smelter,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2023-12-25
2025-06-12,"Pemerintah Tak Cabut IUP PT GAG Nikel, Uskup Timika: Tandanya Belum Tulus dan Legawa",EXECUTION,Nickel & EV,Mining & Upstream,5.0,0.0,2025-06-09
2025-06-16,Pertambangan Nikel di Raja Ampat Termasuk 22 Kasus Ekosob yang Melanggar HAM di Papua,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-06-16
2024-09-23,Jokowi Resmikan Smelter Tembaga dan Pemurnian Logam Mulia Senilai Rp 21 Triliun di NTB,DISCOURSE,Other Minerals,Industrial & Investment,3.2,0.0,2024-09-23
2026-01-02,China Dorong Mobil Daur Ulang,DISCOURSE,Nickel & EV,Industrial & Investment,4.2,0.0,2025-12-29
2025-07-01,"Transisi Energi Indonesia: Hijau dalam Narasi, Abu-abu dalam Praktik",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-06-30
2025-12-27,AS Ungkap Dugaan Praktik Curang Industri Chip China,DISCOURSE,General,Trade & Export,3.83,0.0,2025-12-22
2026-01-09,Toyota Nilai Insentif Sekali Pakai Tak Bisa Dongkrak Industri Otomotif,DISCOURSE,General,General,3.0,0.0,2026-01-05
2025-11-18,"Kalteng Alami Kekurangan Tenaga Kerja untuk Topang Kegiatan Industri, Hambat Upaya Hilirisasi",IMPACT,Coal & Energy,Industrial & Investment,2.08,-1.5,2025-11-17
2025-07-24,KPK Serahkan Kajian Masalah Tata Kelola Tambang kepada 7 Kementerian,IMPACT,Other Minerals,Mining & Upstream,1.27,-4.0,2025-07-21
2025-05-28,Danantara dan Eramet Teken MoU Hilirisasi Nikel,DISCOURSE,Nickel & EV,Industrial & Investment,3.24,0.0,2025-05-26
2025-10-30,Optimisme Pengembangan Kelapa Indonesia,DISCOURSE,General,General,3.24,0.0,2025-10-27
2024-04-12,[POPULER MONEY] Profil Pemilik Rosalia Indah | Pemerintah Minta Freeport Bangun Smelter di Papua,DISCOURSE,Other Minerals,General,3.0,0.0,2024-04-08
2025-08-27,"RI Genjot Hilirisasi Mineral, Terutama untuk Logam Tanah Jarang, Bidik Kolaborasi dengan China",EXECUTION,Other Minerals,Industrial & Investment,4.94,0.0,2025-08-25
2025-06-29,"ITS Buka Prodi Teknik Pertambangan, Daftar sampai 30 Juni 2025",DISCOURSE,Other Minerals,Trade & Export,3.2,0.0,2025-06-23
2025-08-27,"Astra International (ASII) Baru Serap Capex Rp 8,8 Triliun, Paling Besar di Sektor Pertambangan",DISCOURSE,General,Industrial & Investment,3.2,0.0,2025-08-25
2025-06-11,"Soal Tambang Nikel di Raja Ampat, Apa Untung Rugi Menambang di Pulau-pulau Kecil?",EXECUTION,Nickel & EV,Sustainability & ESG,4.99,-5.5,2025-06-09
2026-01-16,Taiwan Gelontorkan 250 Miliar Dollar AS Bangun Pabrik Chip di AS,EXECUTION,General,Industrial & Investment,2.95,-2.5,2026-01-12
2023-12-30,Jokowi Minta Audit Perusahaan Smelter Diperketat Usai Ledakan di Morowali,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2023-12-25
2025-06-09,"Bahlil Dikritik Soal Tambang di Raja Ampat, Golkar: Salah Sasaran",DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-09
2025-04-21,Kementerian ESDM Buka Suara soal LG Hengkang dari Proyek Baterai EV di Indonesia,DISCOURSE,Nickel & EV,Mining & Upstream,4.38,0.0,2025-04-21
2025-10-23,Catatan Setahun Prabowo-Gibran: Hilirisasi Sumber Daya Mineral Jadi Mesin Pertumbuhan Ekonomi,DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-10-20
2026-01-09,"Purbaya Prediksi Pertumbuhan Ekonomi Kuartal IV 2025 5,45 Persen, Realistis?",DISCOURSE,General,Industrial & Investment,3.89,0.0,2026-01-05
2025-07-22,KPK Ingatkan Ormas Agama Patuhi Regulasi Tata Kelola Tambang,DISCOURSE,Coal & Energy,Mining & Upstream,1.0,-16.0,2025-07-21
2025-08-24,Bahlil Ingin Konglomerat Baru Lahir di Daerah Lewat Kemudahan Izin Tambang: Jangan Jakarta Terus,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-08-18
2025-05-28,"Luhut Usulkan Hilirisasi Kemenyan, Mungkinkah Terjadi?",DISCOURSE,General,Industrial & Investment,3.2,0.0,2025-05-26
2025-12-23,"Ada Pergeseran Konsumen, Penjualan Yamaha Tahun 2025 Diklaim Stabil",DISCOURSE,Coal & Energy,Industrial & Investment,3.0,0.0,2025-12-22
2025-12-05,Janji Hilirisasi dan Realitas Pengawasan yang Rapuh,POLICY,Nickel & EV,Industrial & Investment,4.6,0.0,2025-12-01
2025-10-18,Kriminalisasi Masyarakat Adat Maba Sangaji dan Gagalnya Negara Menegakkan HAM,DISCOURSE,Nickel & EV,Sustainability & ESG,3.0,0.0,2025-10-13
2025-12-23,Indonesia di Pusat Rantai Nikel Dunia dan Risiko Bencana (Bagian I),DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-12-22
2026-01-10,Keselamatan Berkendara: Tombol Fisik Lebih Baik dari Layar Sentuh?,DISCOURSE,Nickel & EV,General,3.0,0.0,2026-01-05
2024-01-27,"Bantah Narasi Hilirisasi Ugal-Ugalan, Zulhas: Justru Sangat Menguntungkan Indonesia",IMPACT,Other Minerals,Industrial & Investment,4.11,0.0,2024-01-22
2025-07-22,Vale Indonesia (INCO) Proyeksikan Investasi Smelter Bisa Balik Modal Kurang dari 10 Tahun,EXECUTION,Nickel & EV,Industrial & Investment,5.0,0.0,2025-07-21
2026-01-21,BUMN Tekstil: Langkah Strategis Menyelamatkan Industri Tekstil,DISCOURSE,General,Sustainability & ESG,3.1,0.0,2026-01-19
2025-06-29,"Prabowo Peringatkan Menterinya: Yang Tak Bisa Kerja Cepat, Kita Tinggal di Pinggir Jalan",IMPACT,Nickel & EV,Industrial & Investment,4.98,0.0,2025-06-23
2026-01-07,"China Perketat Ekspor Rare Earth ke Jepang, Industri Otomotif Terancam",DISCOURSE,Nickel & EV,Trade & Export,3.0,0.0,2026-01-05
2024-06-04,Menteri ESDM Ungkap Alasan Freeport Bisa Perpanjang Kontrak hingga Cadangan Habis,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2024-06-03
2025-05-20,"Pilih PE Kelapa Bulat untuk Redam Harga Mahal, Mendag: Agar Hilirisasi Tetap Jalan",DISCOURSE,General,Trade & Export,3.2,0.0,2025-05-19
2025-07-07,"Ke DPR, Amran Usul Pagu Anggaran Kementan Rp 44,64 Triliun pada 2026",DISCOURSE,General,Industrial & Investment,3.39,0.0,2025-07-07
2025-06-11,Pemerintah Harus Jamin 4 Tambang di Raja Ampat Tak Beroperasi Lagi Usai Izin Dicabut,EXECUTION,Nickel & EV,Industrial & Investment,4.88,0.0,2025-06-09
2026-01-02,"Tak Lagi Pakai Danendra, Devano Ingin Nama Panggung Lebih Sederhana",DISCOURSE,General,General,3.0,0.0,2025-12-29
2026-01-16,"Peta Pasar Otomotif Indonesia 2025: Mobil Listrik Naik, LCGC Anjlok",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2026-01-12
2025-05-08,"Warga Papua Penambang Terbunuh, Lenis Kogoya ke OPM: Mereka Itu Cari Makan",DISCOURSE,Other Minerals,Mining & Upstream,3.24,0.0,2025-05-05
2026-01-11,"Senin, Presiden Prabowo Bakal Resmikan Megaproyek RDMP Balikpapan",EXECUTION,Coal & Energy,Industrial & Investment,5.0,0.0,2026-01-05
2025-06-10,Pemerintah Harus Rehabilitasi Raja Ampat Usai IUP 4 Perusahaan Dicabut,EXECUTION,Nickel & EV,Mining & Upstream,5.0,0.0,2025-06-09
2025-07-22,"Bahlil Serahkan Dokumen 18 Proyek Hilirisasi Senilai Rp 618,13 Triliun ke Danantara",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-07-21
2026-01-14,Kia Resmikan Babak Baru di Indonesia,DISCOURSE,General,General,3.0,0.0,2026-01-12
2026-01-06,Mensesneg Ungkap 18 Proyek Hilirisasi Bakal Groundbreaking Januari-Maret 2026,EXECUTION,Coal & Energy,Industrial & Investment,4.99,0.0,2026-01-05
2025-07-01,"Smelter Nikel Matte 100 Persen PMDN, Mitra Murni Perkasa Siap Perkuat Industri Nikel di Indonesia",IMPACT,Nickel & EV,Industrial & Investment,4.99,0.0,2025-06-30
2025-12-23,Kemenaker Minta Tolong Purbaya Selamatkan Industri Tekstil dari PHK Massal,DISCOURSE,General,Trade & Export,3.0,0.0,2025-12-22
2025-08-04,"Dari Desa ke Devisa, Menakar Peran Sawit untuk Negeri",IMPACT,General,Industrial & Investment,4.11,0.0,2025-08-04
2025-08-09,"Apindo: Indonesia Masih Berpeluang Tekan Tarif  AS untuk Kopi, Nikel, hingga Tekstil",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-08-04
2025-11-28,MA Tolak PK Windu Aji di Kasus Korupsi Tambang Nikel Blok Mandiodo,DISCOURSE,Nickel & EV,General,1.01,-4.0,2025-11-24
2025-05-14,"Tambang Ilegal di Wilayah PTBA Digerebek, 4 Pelaku Ditangkap",DISCOURSE,Coal & Energy,Mining & Upstream,3.0,0.0,2025-05-12
2025-12-22,Industri Kripto Indonesia Masuki Fase Lebih Sehat Jelang 2026,DISCOURSE,General,Mining & Upstream,3.92,0.0,2025-12-22
2024-12-23,Bos Smelter Timah yang Dituntut Triliunan Rupiah akan Divonis Hari Ini,DISCOURSE,Other Minerals,Industrial & Investment,1.19,-2.0,2024-12-23
2025-09-01,"Neraca Dagang RI Surplus hingga Juli 2025, Disumbang Lemak dan Minyak Hewani hingga Nikel",DISCOURSE,Other Minerals,General,3.0,0.0,2025-09-01
2026-01-02,"Pengusaha Protes Pajak Batu Bara, Purbaya: Saya Subsidi yang Kaya, Aneh Enggak?",POLICY,General,Trade & Export,4.38,0.0,2025-12-29
2025-06-11,Pemerintah Tak Cukup Cabut IUP 4 Tambang Nikel di Raja Ampat,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-06-09
2026-01-08,"Pengangguran Gen Z Terdidik Tinggi, CSIS Sebut Pendidikan Belum Jawab Kebutuhan Industri",IMPACT,General,General,4.11,0.0,2026-01-05
2025-06-11,"Anggota DPR Umbu Rudi: Kita Tidak Bisa Kompromi terhadap Pelanggaran Lingkungan, Apalagi di Raja Ampat",EXECUTION,Nickel & EV,Industrial & Investment,4.88,0.0,2025-06-09
2024-06-17,Serikat Buruh Dorong Investigasi Kecelakaan Kerja Smelter di Morowali,EXECUTION,Coal & Energy,Industrial & Investment,4.88,0.0,2024-06-17
